State_Num,City_Num,EMPLOYER_num,OCCUPATION_num,party_label
3,8704,1,1,0
5,376,1,1,0
12,847,5,2,1
7,470,27139,29,0
12,966,2909,6,0
5,376,2,2,1
47,2549,1,1,0
28,4266,4,1033,0
39,4641,2,2,1
6,771,2,2,1
34,160,5,1,1
2,4156,2,2,1
43,6319,4,5085,1
12,119,2,2,1
12,2180,2,2,1
12,846,1,1,0
